non-toxic,"La Justicia, incluso después de aprobada la Ley Integral Contra la Violencia de Género, ha fallado sistemática y estrepitosamente en proteger a las mujeres víctimas de la violencia machista"
non-toxic,Dispositivos territoriales para el abordaje de la violencia de género y su reorganización ante el aislamiento preventivo
non-toxic,"Bly es mujer y tiene razón al quejarse de la incomodidad machista de los trenes británicos, como también acierta al desilusionarse por intuir Italia sin respirarla como Dios manda"
non-toxic,El gordito es muy apegado a su familia y necesita e muchos cuidados debido a la operación que le hicieron
non-toxic,Los ciclos sexuales y de reproducción de la perra nada tienen que ver con los ciclos hormonales que rigen la sexualidad y reproducción de la especie humana
non-toxic,"Mi pregunta es ,con mi historial médico es posible que mi utero pueda cargar un embarazo ? Por otro lado mi esposo tiene 32 años y se hizo todas las prueba requeridas,de semen ,genéticas ,etc y todo salió muy bien"
toxic,"Mi madre se fue a Londres a trabajar un tiempo, estaba hasta el coño de que en España no respetaran siquiera sus días libres, si no curraba corría el riesgo de que la expulsaran del país, nunca he visto muchos españoles en paro o viviendo de la paguita británica"
non-toxic,"Mugrientas nubes pendían desde lo alto, esperando para vomitar su oscura carga sobre los ciudadanos que desfilaban bajo ellas, por enésima vez desde el amanecer"
toxic,Megainyeccion de papelitos de todos los bancos centrales coordinada para que no se le vea el culo a el sistema financiero
non-toxic,"Terminé agregándole algunas hojas extra ya que, al ser zurda, mi mano pasaba por encima de lo pintado y luego apoyaba en las zonas blancas y ya sabes"
toxic,"me estaría cagando en Openforyou, Telefónica y todo lo que se menea"
non-toxic,"Parece el culo del mundo A veces me pierdo buscando por internet la Sta misa,del canal 13"
non-toxic,Pero será este último el que despierte el sentimiento del verdadero amor en la Gata.
non-toxic,"bueno eso, estábamos allí y, después de unas cuantas jornadas de curro intenso teníamos un día libre"
non-toxic," el alcalde del municipio Miranda, Pablo “Pito” Acosta puso en Frente a los pronósticos meteorológicos"
non-toxic,"Pedazo de vídeo!!! Muy guapo, Me alegro un montón de haber encontrado este pedazo de grupo de garrapateros con un ritmazo en los caminos que flipas y siempre con mucho compañerismo"
non-toxic,"No importa qué, el ambiente aquí era cien veces mejor que en la celda negra de ese piso subterráneo apestoso 3"
toxic,"Mi amigo Koko dijo hace no mucho que veríamos los 7500 no sé si ocurrirá, vamos como se cumplan los vaticinios del ateo que parece va a ser recibido en Septbre por el Papa, vamos a ir de culo, economicamente y moralmente"
non-toxic,"Muchas veces a anorgasmia es causada por problemas maritales, falta de comunicación con la pareja, experiencias sexuales traumáticas, baja autoestima y sentimiento de culpa al tener relaciones sexuales"
non-toxic,"En su tesis doctoral, la española Isabel Marzabal Manesa infiere que la probabilidad de que se cometa un femicidio aumenta 24 veces si en los 10 días anteriores han aparecido en los medios de comunicación noticias de asesinatos de mujeres a manos de sus parejas o ex parejas"
non-toxic,El registro civil de México tiene datos de niños que han sido nombrados como: Juan Calzón
non-toxic,Forro de caucho para Molino de Bolas
non-toxic,"Era un bateador zurdo, pero lanzaba con el brazo derecho."
non-toxic,"Esta ola de feminismo se situaba, pues, en la noción de diferencia, ya fuera la diferencia entre hombres y mujeres, ya fuera la conceptualización del sujeto y del objeto de varios fenómenos sociales"
non-toxic,"Se trata de un árbol de hoja perenne, que mantiene siempre su follaje verde, de gran altura, puede llegar a medir hasta veinte metros, cuyo fruto es una drupa de color verde oscuro, casi negro que conocemos con el nombre hispanizado de aguacate"
non-toxic,"El negro va bien con todo, cualquier cinta le quedaría bien, claro que no se si eso iría con tu estilo, ahí no me meto,😀 demasiado ñoño quizás"
non-toxic,"‘El Maquinista de la General’ simboliza “la vida y la muerte como un espectáculo”, responde “a una necesidad de cambio de aires” y refleja la idiosincrasia de México y sus gentes como la iconografía, sus fiestas de muertos, o su humor negro"
non-toxic,"En nuestro abigarrado mundo, que ya ni siquiera el negro riguroso logra neutralizar, surge el beige, un tono imparcial que transmite paz y sosiego"
non-toxic,Admirable mezcla de dolor con giros de humor negro que también son naturales de la idiosincrasia de esos seres tan simples y elementales
non-toxic,"Otro factor a tener en cuenta es la diversidad racial y cultural, que ha provocado un arte ecléctico y sincrético: los primeros pobladores, de raza negroide, formaron la etnia drávida, que se situó en el sur de la India (Tamil Nadu) tras la llegada de los arios y, posteriormente, los musulmanes."
non-toxic,""" // ""Le gusta pillársela con papel de fumar porque es una pelota de mierda que quiere hacerse la cumplidora"
toxic,Odie a todo varón hetero cis con el que estuve alguna vez
toxic,Evidentemente en el transcurso de la obra estudia tanto la psicología de las supuestas putas como la de los clientes
non-toxic,"Nacido el 3 de junio de 1931 en el oriente de la isla, Raúl Castro es el opuesto físico de Fidel: bajo, de pelo negro, ojos achinados y modales menos suaves, sin embargo, ambos fueron una dupla inseparable en más de cuatro décadas de revolución."
toxic,Me parece fantástico que por ser hombre ya sea sospechoso.
toxic,🙁 ola mi problema es q tengo una espalda bastant grande y piernas delgadas y kisiera q me ayudaran a bestirme adecuadamente hola tengo 27 años mi figura es de triangulo invertido antes no tenia tanto problema para vestir ya ke era delgada ahora subi de peso y no se como veestir soy morena no tengo trasero pero si mucho busto y hombros y brazos gigantes siempre ke compro ropa me deprimo x ke nunca me siento comoda siempre acabo comprando lo mismo unos jeans y blusa negra ya estoy arta de verme siempre igual x favor ¡AYUNDENME!!! â€¨ Hay dios mio!!!!!!!! Odio mi cuerpo voy al mall feliz de la vida pero cuando voy alos probadores salgo casi llorando ya que mi espalda hombros son gigantes nada de cintura y mis piernas son flakisimas ;
non-toxic,Cada chupetón de teta es un arrugón de jeta
toxic,"El pendejo de Ricardo Anaya, se sabe vender muy bien"
toxic,"¿Puede el libro de un puto, izquierdoso, feminista y libertario volarnos la cabeza de amor?"
non-toxic,"Necesitamos saber si estos cubanitos gubernamentales -aparte de ""perseverar en su ser"" oclocrático y hereditario- nos van bien y nos convienen a nosotros para perseverar en el ser nuestro y no en el de ellos"
toxic,Bajo esa logica si las feminazis no existen tampoco los machistas
toxic,"Me parece correcto luchar con cosas retrógradas como el fanatismi religioso, el racismo, la discriminación y todo tipo de xenofobia, lo que sí me parece aun mas retrógrado es que existan grupos que se ofendan hasta porque un pajarito cague sentado y no de pie, cosas como el feminazismo y la tal ""identidad de género"" en serio que me parecen una idiotez, pasan de ser un grupo que reclama sus derechos, a ser un grupo que perjudica los derechos del bando de los ""straight"""
toxic,el trata de tomar el papel de un tiburón equipado con un rayo láser y de tratar de sobrevivir el mayor tiempo posible del demagogo mensaje feminazi
toxic,el feminismo es “un movimiento que busca poner a las mujeres por encima de los hombres” y es un movimiento social llevado a cabo por lunáticas o “feminazis”
toxic,"Y ahora la potencial sustituta de aquél, Zapata, una inefable Alba López Mendiola, a la que no hace falta que la defina nadie, lo ha hecho ella por sí y de sí, como lema para su escudo: “Bollera, camionera, desviada, leñera feminazi”"
toxic,"Esto no se puede tolerar más, estas energúmenas, bien llamadas feminazis, muy crecidas tras criminalizar y denigrar al varón con el beneplácito y apoyo del Ministerio de Igualdad, con el dinero de todos los españoles, se permiten el lujo de blasfemar contra lo más sagrado"
toxic,"cesar en que poco tiempo has desplegado tu baluarte ideológico de racismo, machismo, heterofobia, ay hijito, si ya sabemos que detras de toda esa verborrea de arcoiris, tolerancia, amor y pluralidad y blabla, se esconde un animalillo insolvente, intolerable, individualista y completamente antisocial; como las feminazis, los gays radicalillos de salón y botellón"
toxic,"sois pura hipocresía hipertrofiada fox five: los gays son adorables, han conseguido colar alcohol y drogas masivas con la excusa del orgullo gay, cuando para el resto de la población con la ley antibotellón las borracheras masivas son ilegales"
toxic,"ya sabes el truco de los gays consiste mezclar drogas con glamour y así todo su racismo, xenofobia,machismo, heterofobia, misoginia les son perdonados y exhimidos de inmediato forever"
toxic,"Quién sino los gays se pasa lloriqueando el día por cualquier esquina que pille sobre su sueño de Family Man, sobre la familia, el matrimonio, adopción, herencias, libertad religiosa, hijos y demás inventos «heterosexuales»???"
toxic,"Los gays que además convierten esos temas en principales reivindicaciones y principales temas de debate en las programaciones «culturales» de sus actos y fiestas, y en todas sus publicaciones"
toxic,"Quién sino los gays que se pasan el día suplicando, lloriqueando, haciendole la pelota como descosidos desesperados pidiendo las instituciones «heterosexuales burguesas» a los agentes políticos y sociales más extraños como políticos monárquicos, políticos de extrema derecha y demás conservadores tradicionalistas, ongs y representantes de cualquiera de las sectas religiosas-legales o ilegales-, empresarios capitalistas, farándula más frívola y subnormal, anarcas drogados y sucios, progres felices de la orden y de la ley???"
toxic,"Los maricas en todas sus publicaciones y actos dan una cabida cansina y exagerada hasta la náusea de publicidad comercial, de marcas capitalistas, de anuncios de productos de consumir y tirar, de empresas y empresarios capitalistas de dudoso proceder, de anunciantes burgueses"
toxic,"Los gays en toda su manifestación se muestran ansiosos sexistas por follar, por el pene, por el coito y por el macho hetero"
toxic,"Quién recurre a la mujer, feminismos y femenidad cuando necesita suplicar una paja o un trozo de pan, sino logra el ridículo de hacerse pasar por hetero???"
toxic,"Quien sino los gays muestran una idolatría neurótica compulsiva y traumática por el macho blanco, rico, poderoso, occidental, obediente y cumplidor del orden y la ley; exhibiendo cuando puede alcanzar un respito todo su clasismo, reaccionarismo, clericalismo, racismo, xenofobia, machismo, misoginia y demás fobias y filias hipócritamente travestidas"
non-toxic,"Traquilo, cuando te dé otra depresión, resaca o ganas de suicidarse a quién correras a suplicar un pañuelo para sonar tus mocos de impotencia, deprotección y aturdimiento sino a pongamos por caso… una mujer"
toxic,"la caterva cristianofascista yanqui, parece ser que se equivocó un poquito, ya que el repelente republicano y más allá ha muerto esta semana de ese mismo cáncer"
toxic,"Eleanor había oído hablar del Viejo Caudillo Frankie, o @VCF, como se anunciaba en un perfil de Facebook que, décadas después de su muerte, aun seguía defendiendo en las redes sociales los valores de su cruzada integrista contra una abigarrada horda de internautas de rojerío de moqueta, independentistas catalanes, radicales feminazis y otros lunáticos por el estilo"
toxic,Las costas canarias están a merced de que venga el moro y nos lleve por delante
non-toxic,"Si Trump tiene el objeto de mostrarse a sí mismo como el representante del más radical de todos los cambios, lo cierto es que enfrenta la ímproba tarea de intentar conformar a sus electores –a quienes prometió el oro y el moro…- sin atacar demasiado las bases de la internacionalización del capital"
toxic,"Lo paga por el hecho de ser moro, eso es más que racismo, es xenofobia, lo mismo que hacen algunos moros"
toxic,"Nunca perdonaré a las mujeres españolas por haber condenado al ostracismo social, sexual y romántico a varias generaciones de hombres"
non-toxic,Solo he conocido a una compañera de clase en el instituto que estuvo de pareja con un moro
toxic,"Conozco un caso de un policía que un juez le abrió diligencias un marroquí que estaba detenido y con muchos antecedentes por robos le dijo al juez que el policía le había dicho moro mierda siendo mentira solo que el detenido quería fumar y le dijo que estaba prohibido, ese día fue terrible para un policía con medallas, muchas felicitaciones y 30 años en el cuerpo mas de la mitad en el país vasco, el marroquí en libertad, el policía con diligencias abiertas por un presunto delito de insultos racistas, y la despedida del tipo cuando abría la puerta"
non-toxic,"es mande varios correos pero ellos a lo suyo no se porque esconden las fechorías de los inmigrantes leyendo el periódico parece que no hay delincuentes extranjeros todos españoles, todavía estoy esperando la noticia de los dos marroquíes que tiraron al suelo a una mujer de un tirón"
toxic,"ya no se si el moro sueta un fetido o es el fetido el que suelta la fatwua o la fatwua suelta una castaña, o el autobus suelta un fetido o la fatua suelta un moro,,o un fetido suelta una fatwua y se convierte en moro el autobus shalon"
toxic,"Quede pues claro, que la palabra moro no tiene ninguna connotación peyorativa salvo, parece ser, en las calenturientas mentes de los suspicaces funcionarios de la Dirección General de Lo Políticamente Correcto"
non-toxic,Dios nos a dado una madre patria para que la de defendamos si posible con nuestras vidas sera que la magia gringa los a afectado tanto que no les permite leer el prontuario criminal que tiene eeuu
toxic,"Quien en esta entrada crea leer racismo (por lo del negro) o xenofobia (por los uruguááááchos) puede irse tranquilamente a tomar por el culo, pues yo he tenido una novia negra y tengo desde pequeñajo, pinta de moro, así que se de muy buena tinta, lo que es ser discriminado por negro o por extranjero"
toxic,luego me fui al gabacho y aprendi de jamaiquinos y haitianos y por eso dijo en la vida real dificilmente vas a encontrar a alguien que sea mamon con como se habla el ingles mientras te des a entender a todos les vale y si encuentras a un pendejo que te empieza a correguir sera un puto ñoño que no tiene amigos yo solo conoci a 1 era ingles y le escupi su long island ice tea por mamon 
toxic,"El Tren Maya, no sólo se entregará al gabacho, sino que además le entregará biosfera y todos sus recursos, incluyendo extraterritorialidad de los operadores gringos "
toxic,"Tal y como sucedió en Mayo de 1808, una sociedad civil harta de tanta secular explotación por parte de unos y otros, se sublevó ante la “gota” del gabacho “civilizador” e imperialista…"
non-toxic,"el divulgador Alejandro Rosas (México bizarro) aborda con su obligado estilo y su ingenio la increíble lema del conquistador gachupin para relatar en cada página las anécdotas ocultas del primer México mestizo; el origen, pues, de nuestra historia franquista"
toxic,"José Luis Rodríguez Zapatero podría ser un gallego, en el sentido más peyorativo del término"
toxic,"La figura del secundario que merece su propia historia se ve clarísima cuando sales una noche y descubres mil historias de personas que, si reciben atención, pierden su aspecto folklórico de borracho de bar o el paki que incordia"
toxic,"Tras mirarme de modo inexpresivo, el “paki” hizo ademán de coger mi petate, a lo que me negué y me indicó con un inglés peor que el mío que le acompañara"
non-toxic,Nueva semana libertadora de fútbol sudaca con resultados argentinos dispares
toxic,"No se trata ya de una mujer blanca, sino de las niñas hijas de la televisión/globalización/occidentalización/educación/ateízación/… aislarse es autocondenarse a ostracismo y muerte!"
toxic,"la raza blanca necesita expanderse y crecer otra vez ,si no ………………sera el fin eso es bueno que pase!por muchos motivos diferentes!"
toxic,los negros esos hacen la labor que deberian hacer los castrados y mal llamados «hombres» tontos utiles diablos blancos!
toxic,"la naturaleza es brutalmente eficiente y elimina tanta aberracion como puede! esas mujeres traidoras por sus propias acciones malevolas,se autoremueven de la piscina genetica blanca! algo muy mal estaba en sus psique y mentes cuando escogieron traicionar su propia estirpe!"
non-toxic,"tanto autoodio y autodesprecio ligado tambien a la burla y falta de verguenza hacia las normas del buen sentido de la sociedad blanca,no nos debe sorprender cuando tiene estos resultados"
toxic,Opinó que hay q acabar con la raza blanca ellos siempre han tenido todo lo q quieren a expensas d otras razas siempre se han sentido los dueños del mundo y no me dejaran mentir ellos lo tienen todo segregando y humillando y acabando con otras razas es hora de firmar un grupo financiado por Soros para acabar con ellos o ponerlos en el lugar que merecen a esta maldita raza desagradable
toxic,Jaja se me hace que eres el típico sudaca acomplejado que compra el cuento de la «leyenda negra» española creado por los judios
toxic,"a finales de los 60 y en los 70, venían argentinos embaucadores , con la chacarera, el psicoanálisis y el teatro contemporáneo y se cepillaban a bastantes españolas necesitadas de justificación intelectual"
toxic,"Sirve para el refugiado, el inmigrante, el sin papeles, el sudaca…"
non-toxic,"donde la gente saluda sonriendo y los nignos corren dando la mano, donde pocas veces camina un guiri… "
non-toxic,"es la idiosincrasia del pueblo indio fuertemente influenciada por su religion: la sociedad de castas, la vida que a cada uno le toca vivir, la ascension en la rueda de las reencarnaciones si se mejora el karma… algo incomprensible para nuestros ojos occidentales"
non-toxic,"Así que, si has decidido vivir lo que puede ser una de las experiencias más sorprendentes en Alemania desde el punto de vista antropológico y de idiosincrasia, solo tienes seguir a rajatabla los siguientes consejos para no pecar de guiri"
non-toxic,"Peripecia vivencial vehemente terca, empecinada, caprichosa, recalcitrante, que firme y consistentemente rehúye y rehúsa ser corregida en los hechos, a pesar que en los ‘guiri’ ‘guiri” discursivos, se rezonga, se promete, se jura, se garantiza lo contrario ayer, antier, ahora y mañana; máxime cuando hay nuevos gobiernos continuadores en favor de intereses previos o diferente signo y/o color publicitario, pero al final de cuentas pertenecientes al mismo zodíaco"
toxic,El ambiente heterogéneo de una ciudad libertaria está siendo sustituído por un paradigma guiri standarizado según criterios ajenos - nada como el hotel w para constatar la decadencia 
toxic,"roban lingotes de oro venezolano en bancos fuera de nuestras fronteras, se apropian de empresas petroleras en el exterior, y participan en la guerra ordenada al mundo por el H D P gringo"
toxic,"Con ayuda de un gringo metiche, se exacerbó el acomplejado jingoísmo boliviano y se eligió otro salvador de la patria"
toxic,"Si dejan a un lado sus celulares y de estar pendientes de las redes y de los grupos de WhatsApp o en cuarentena aprendiendo con Open English para cuando vengan los gringos –por favor, hay que ser bien estúpido para creer en una “intervención multifacética”-, se ponen un tapabocas y se sumergen en el barro a compartir y convencer a los que están mal que son millones, entonces Venezuela será otra"
non-toxic,", partimos de la manera más positiva este 2018 en el desastre de Hésperus, con una injusticia tremenda ocurrida en Estados Unidos de gringolandia"
toxic,"rechazo a la posibilidad de diálogo con el Presidente legítimo de Venezuela Nicolás Maduro, es uno de los últimos gestos imperiales del gobierno gringo saliente, considerando que estos neo nazis de la ultra derecha, van fuera de la fingida democracia yanqui"
toxic,"Entretanto los sabihondos de logroño en Venezuela, y hala mecates que van a territorio gringo a pedirles que nos invadan, ponen cual ejemplo a seguir a esa sociedad imperialista frustrada, hoy en manos de un magnate orate"
toxic,"decile que ""se devuelva a África"""
non-toxic,"Como las generaciones que nos precedieron, con una historia y una sangre mitad inmigrante, como abuelos gallegos y gringos, que trajeron a la América un espíritu libertario y también como los pueblos originarios que resistieron a los conquistadores"
toxic,vamos a gringolandia a comprar ropa
toxic,"Para que mencionas a Rios si no sabe ni boxear ni tan siquiera sabe español por que se cree gringo ,"
toxic,quien le va a tener miedo a ese malinchista jajajaja
toxic,"Los gringos le apuestan a que Putin meta el rabo entre las patas y se quede como el chinito, milando; ¿pero y si no? "
toxic,"alla en colombia esos malditos gringos estaran pendiente de como pervertir y denigrar a la mujer colombiana,ojo con esos HIENAS"
toxic,"pero esperemos el resultado final, ojala que esos BUITRES CARROñEROS se largen de colombia, asi el pueblo venezolano podra trabajar mas en paz y continuar sus proyectos sociales sin la sombra de esos IMBECILES,ademas alertamos a la poblacion colombiana, a que pueden caer en lo que esta pasando Japon, alla en la tierra del sol naciente, su poblacion esta ostinada con años de ocupacion por las ordaz yankee y su continua violacion de jovencitas japonesas"
toxic,"digo propios en el sentido en que usas tu propia lengua, no como los gringos y argentinos – verbigracia- que al carecer de lengua ""propia"" y la que usan está en alquiler o leasing vitalicios si no emigran a otro apartamento de la torre de Babel"
toxic,"el presente esta doml~ado por ""la chusma de las urnas"", el yrigoyenismo y esos adve~edlzos d~scendientes de unos gringos gritones"
toxic,"Bué y ahí loco agarramo la bolita de ruleman loco y jugamo vieja, así hay q meterla en el Opi me tendé o bocharle la gilada al otro así se la chupa el puto"
toxic,"Sin duda, Lineage2 Reborn es un juego entretenido distrae si no tienes nada que hacer y puedes matar gringos aunque sea virtual jejejej"
toxic,43 jóvenes que aún esperan algo de justicia en este país donde Zapata debe estar revolviéndose en su tumba ante la muerte de tantos y los simples “Pinche gobierno” de todos los demás mientras corren a un Oxxo a comprar un cerveza
toxic,"Uuuuhy el tontito que se cree invulnerable, uuuhy el neo liberal libertario que quiere salir a ganar plata, con su emprendo como propio jefe pero es un cagon en lucas, el tontito adorador de izquierdo"
toxic,"uuuhy el tonto facho asalariado que defiende en internet a sus jefes y empresas, el adorar de Trump, que cre el 5g lo está envenenando, que Trump se inyecta cloro,"
